person,year,location,source_biography_page
Chiara Frugoni,1940,Pisa,Chiara Frugoni
Michele Rosi,1888,Pisa,Michele Rosi
Pasquale Villari,1862,Pisa,Pasquale Villari
Paolo Malanima,1969,Pisa,Paolo Malanima
Theophilus Evans,1693,Llandygwydd,Theophilus Evans
Petar Darvingov,1875,Kilkis,Petar Darvingov
Risto Kirjazovski,1927,Grache,Risto Kirjazovski
John Bright (biblical scholar),1935,Bethel,John Bright (biblical scholar)
Goddard Henry Orpen,1932,Monksgrange House,Goddard Henry Orpen
Lawrence James,1966,English & History,Lawrence James
Richard Baker (chronicler),1568,Sissinghurst,Richard Baker (chronicler)
Robert Bonnaud,1961,Marseilles,Robert Bonnaud
Idris Bitlisi,1514,Diyarbakır,Idris Bitlisi
Jostein Nerbøvik,2004,Rikshospitalet,Jostein Nerbøvik
Arne Bergsgård,1904,Fredrikstad,Arne Bergsgård
Arne Bergsgård,1911,Volda,Arne Bergsgård
Robert Soucy,1955,Washburn University,Robert Soucy
Roberta Wohlstetter,2007,New York Hospital,Roberta Wohlstetter
Rodolphe Guilland,1981,Isère,Rodolphe Guilland
Roger Laouenan,2022,Lannion,Roger Laouenan
Russell Meiggs,1916,Balham,Russell Meiggs
William of Malmesbury,1095,Wiltshire,William of Malmesbury
Hossein Abadian,1962,Lar,Hossein Abadian
Solomon Grayzel,1908,Brownsville,Solomon Grayzel
Henry Miers Elliot,1847,Bareilly,Henry Miers Elliot
Henry Miers Elliot,1853,Simon's Town,Henry Miers Elliot
Samuel Guichenon,1607,Mâcon,Samuel Guichenon
Frederic Harrison,1849,King's College School,Frederic Harrison
Saul S. Friedman,1937,Uniontown,Saul S. Friedman
Serge Duigou,1948,Pays Bigouden,Serge Duigou
Boulifa,1865,Adni village,Boulifa
Simon Kitson,2011,ULIP,Simon Kitson
Jaroslav Krejčí (sociologist),1916,Polešovice,Jaroslav Krejčí (sociologist)
Spencer Walpole,1858,Eton,Spencer Walpole
Charles Duke Yonge,1812,Eton,Charles Duke Yonge
Oscar Browning,1860,Eton,Oscar Browning
Robert Birley,1926,Eton,Robert Birley
Spencer Walpole,1882,the Isle of Man,Spencer Walpole
Eric Hobsbawm,1982,Birkbeck,Eric Hobsbawm
Adam František Kollár,1718,Terchová,Adam František Kollár
Adam František Kollár,1783,Kingdom of Hungary,Adam František Kollár
Adam Galos,1924,University of Wrocław,Adam Galos
Adam Galos,1946,University of Wrocław,Adam Galos
William Chittick,1943,Milford,William Chittick
William Chittick,1983,Stony Brook University,William Chittick
Jared Farmer,2007,Stony Brook University,Jared Farmer
Stephen Snobelen,2002,University of King's College,Stephen Snobelen
Jan Drabina,1939,Cieszyn,Jan Drabina
Stanisław Zahradnik,1932,Kojkovice,Stanisław Zahradnik
Adam Maurizio,1896,Wädenswil,Adam Maurizio
Susan Leigh Star,1976,Radcliffe,Susan Leigh Star
Margaret W. Rossiter,1962,Radcliffe,Margaret W. Rossiter
Susan Leigh Star,1987,UC Irvine's,Susan Leigh Star
Susan Leigh Star,2004,Santa Clara University's,Susan Leigh Star
Suzanne La Follette,1970,Bucks County,Suzanne La Follette
Radek Fukala,1963,Karviná,Radek Fukala
Sydney E. Ahlstrom,1919,Cokato,Sydney E. Ahlstrom
Ernesto Buonaiuti,1925,the University of Rome,Ernesto Buonaiuti
Arsenio Frugoni,1970,the University of Rome,Arsenio Frugoni
Giovanni Pettinato,1968,the University of Rome,Giovanni Pettinato
Gaetano De Sanctis,1929,the University of Rome,Gaetano De Sanctis
Ettore Ciccotti,1889,the University of Rome,Ettore Ciccotti
Luciano Petech,1955,the University of Rome,Luciano Petech
Adam Tooze,1983,Highgate School,Adam Tooze
Arthur Francis Leach,1862,Highgate School,Arthur Francis Leach
Scarlett O'Phelan Godoy,1951,Lima,Scarlett O'Phelan Godoy
Agustín de Zárate,1544,Lima,Agustín de Zárate
Angus Mackay (historian),1939,Lima,Angus Mackay (historian)
Arturo Jiménez Borja,2000,Lima,Arturo Jiménez Borja
Carlos Wiesse Portocarrero,1871,Lima,Carlos Wiesse Portocarrero
Ignacio de Arbieto,1670,Lima,Ignacio de Arbieto
Jacinto Barrasa,1704,Lima,Jacinto Barrasa
Manuel de Odriozola,1804,Lima,Manuel de Odriozola
Jorge Basadre,1939,Lima,Jorge Basadre
Jorge Basadre,1980,Lima,Jorge Basadre
María Rostworowski,1979,Lima,María Rostworowski
Ramachandra Guha,1958,Dehradun,Ramachandra Guha
Thomas Gordon (British Army officer),1821,Morea,Thomas Gordon (British Army officer)
George Sphrantzes,1429,Morea,George Sphrantzes
Thomas Gordon (British Army officer),1827,Piraeus,Thomas Gordon (British Army officer)
Katherine Elizabeth Fleming,2012,Piraeus,Katherine Elizabeth Fleming
Thomas Gordon (British Army officer),1831,Cairness,Thomas Gordon (British Army officer)
Thomas Gordon (British Army officer),1839,Cairness,Thomas Gordon (British Army officer)
Ambrosio de Morales,1513,Cordoba,Ambrosio de Morales
Alice Bache Gould,1871,Cordoba,Alice Bache Gould
Sándor Csernus,1950,Algyő,Sándor Csernus
George Turnour,1797,the Jaffna Fort,George Turnour
Adeeb Khalid,1964,Northfield,Adeeb Khalid
William B. Pickett,1962,Northfield,William B. Pickett
Jay Rubenstein,1989,Northfield,Jay Rubenstein
Joel Munsell,1808,Northfield,Joel Munsell
Kenneth O. Bjork,1930,Northfield,Kenneth O. Bjork
Yigal Kipnis,1977,Technion,Yigal Kipnis
Stanley Karnow,2013,Potomac,Stanley Karnow
Kuntowijoyo,1943,Bantul,Kuntowijoyo
Kuntowijoyo,2005,Sardjito Hospital,Kuntowijoyo
Roy Porter,1977,Churchill College,Roy Porter
Roy Porter,2001,St Leonards-on-Sea,Roy Porter
Massimo Salvadori,1943,Salerno,Massimo Salvadori
Georgios Kontaris,1665,Servia,Georgios Kontaris
Vivian Hunter Galbraith,1921,All Saints' Church Catherington,Vivian Hunter Galbraith
Zikmund Winter,1912,Vinohrady Cemetery,Zikmund Winter
Dimitri Obolensky,2001,Burford,Dimitri Obolensky
Walter Lynwood Fleming,1874,Brundidge,Walter Lynwood Fleming
William Hutton (historian),1746,Southwell,William Hutton (historian)
William Seston,1929,Nîmes,William Seston
Yves Urvoy,1900,Orléansville,Yves Urvoy
Zina Weygand,1998,University Paris 1,Zina Weygand
Zosa Szajkowski,1911,Zaręby,Zosa Szajkowski
Édith Thomas,1909,Montrouge,Édith Thomas
Édouard Ardaillon,1867,Mazères,Édouard Ardaillon
Émile Coornaert,1886,Hondschoote,Émile Coornaert
Émile Puech,1941,Estaing,Émile Puech
Émile Rivière,1887,Dordogne,Émile Rivière
Atara Marmor,1943,Dordogne,Atara Marmor
Émilienne Demougeot,1994,Bourges,Émilienne Demougeot
Ram Sharan Sharma,1948,Patna College,Ram Sharan Sharma
Ram Sharan Sharma,1937,Patna College,Ram Sharan Sharma
Ram Sharan Sharma,1944,Arrah,Ram Sharan Sharma
Arthur Llewellyn Basham,1914,Loughton,Arthur Llewellyn Basham
Thomas Walker Arnold,1864,Devonport,Thomas Walker Arnold
Bruce Catton,1926,Vermont,Bruce Catton
Abbott Lowell Cummings,1950,Vermont,Abbott Lowell Cummings
Bruce Nelson (historian),2022,Vermont,Bruce Nelson (historian)
David Harris Underhill,1873,Vermont,David Harris Underhill
Jackson Bailey,1994,Vermont,Jackson Bailey
Kerry Noonan,2008,Vermont,Kerry Noonan
Lemuel Roberts,1813,Vermont,Lemuel Roberts
Ralph Nading Hill,1917,Vermont,Ralph Nading Hill
Ralph Nading Hill,1949,Vermont,Ralph Nading Hill
Zadock Thompson,1833,Vermont,Zadock Thompson
Agostino Mascardi,1590,Sarzana,Agostino Mascardi
Agostino Mascardi,1617,Sarzana,Agostino Mascardi
Agostino Paravicini Bagliani,1943,Bergamo,Agostino Paravicini Bagliani
Albano Sorbelli,1944,Fanano,Albano Sorbelli
Aldo Stella (historian),1923,Marostica,Aldo Stella (historian)
Alessandro Portelli,1964,Kentucky,Alessandro Portelli
Burton W. Folsom Jr.,1976,Kentucky,Burton W. Folsom Jr.
Carter G. Woodson,1901,Kentucky,Carter G. Woodson
Edward Mann Butler,1784,Kentucky,Edward Mann Butler
Lewis Sorley,1956,Kentucky,Lewis Sorley
Lewis Sorley,1960,Kentucky,Lewis Sorley
Lewis Sorley,1961,Kentucky,Lewis Sorley
Mary Ritter Beard,1861,Kentucky,Mary Ritter Beard
Thomas S. Hinde,1800,Kentucky,Thomas S. Hinde
Thomas S. Hinde,1806,Kentucky,Thomas S. Hinde
Thomas S. Hinde,1790,Kentucky,Thomas S. Hinde
Thomas S. Hinde,1828,Kentucky,Thomas S. Hinde
William B. Hesseltine,1922,Kentucky,William B. Hesseltine
Andrés Marcos Burriel,1719,Buenache de Alarcón,Andrés Marcos Burriel
Ann Lambton,1912,Newmarket,Ann Lambton
Ann Lambton,2008,Wooler,Ann Lambton
Antonio Francesco Frisi,1733,Monza,Antonio Francesco Frisi
Tom Behan,2010,Monza,Tom Behan
Antonio Francesco Frisi,1733,Melegnano,Antonio Francesco Frisi
Samuel Noah Kramer,1897,Zhashkiv,Samuel Noah Kramer
Dimitar Agura,1849,Sofia University,Dimitar Agura
Nikola Milev,1923,Sofia University,Nikola Milev
Dimitar Agura,1911,Iaşi,Dimitar Agura
Alexandru Dimitrie Xenopol,1847,Iaşi,Alexandru Dimitrie Xenopol
Arrigo Solmi,1873,Finale Emilia,Arrigo Solmi
Arrigo Solmi,1944,Grottaferrata,Arrigo Solmi
Ahmet Hulki Saral,1905,Kapnochori,Ahmet Hulki Saral
Stanisław Kozierowski,1919,the University of Poznan,Stanisław Kozierowski
Stanisław Kozierowski,1949,Winna Góra,Stanisław Kozierowski
Adolf M. Birke,1939,Wellingholzhausen,Adolf M. Birke
Govind Chandra Pande,1947,Allahabad University,Govind Chandra Pande
John Keegan,2012,Kilmington,John Keegan
Bernardo de Brito,1569,Almeida,Bernardo de Brito
Bernardo de Brito,1606,the University of Coimbra,Bernardo de Brito
E. Beresford Chancellor,1930,Hastings,E. Beresford Chancellor
E. Beresford Chancellor,1895,Bedford Park,E. Beresford Chancellor
Camillo Tutini,1246,Fasanella,Camillo Tutini
Giorgi Tsereteli (orientalist),1945,TSU,Giorgi Tsereteli (orientalist)
Michel Tamarati,1878,Akhaltsikhe,Michel Tamarati
Hakob Manandian,1873,Akhaltsikhe,Hakob Manandian
Adolphe Rome,1889,Stavelot,Adolphe Rome
Adolphe Rome,1912,Atheneum,Adolphe Rome
Arvydas Anušauskas,1995,Vytautas Magnus University,Arvydas Anušauskas
Arvydas Anušauskas,1996,the Faculty of Humanities,Arvydas Anušauskas
Christopher Duggan,1983,"Wolfson College,",Christopher Duggan
Robert G. L. Waite,1919,Cartwright,Robert G. L. Waite
Constance McLaughlin Green,1925,Mount Holyoke,Constance McLaughlin Green
Elizabeth Topham Kennan,1960,Mount Holyoke,Elizabeth Topham Kennan
Elizabeth Topham Kennan,1986,Mount Holyoke,Elizabeth Topham Kennan
Joseph Ellis,2012,Mount Holyoke,Joseph Ellis
Daniel Pipes,1986,Pepperdine University's,Daniel Pipes
Einar Østvedt,1931,Skien,Einar Østvedt
Reidar Omang,1916,Skien,Reidar Omang
David Castelli,1836,Leghorn,David Castelli
David Castelli,1857,Leghorn,David Castelli
Florence Howe Hall,1922,High Bridge,Florence Howe Hall
Szymon Askenazy,1865,Zawichost,Szymon Askenazy
Szymon Askenazy,1902,the University of Lwów,Szymon Askenazy
Tadeusz Sulimirski,1924,the University of Lwów,Tadeusz Sulimirski
Abdellah Guennoun,1936,Tangier,Abdellah Guennoun
Eugenio Manni,1989,Modena,Eugenio Manni
Saverio Muratori,1910,Modena,Saverio Muratori
Carolus Sigonius,1584,Modena,Carolus Sigonius
Aleksandr Dyukov (historian),2004,the Russian State University for the Humanities,Aleksandr Dyukov (historian)
Alan Davidson (food writer),1948,"Queen's College, Oxford",Alan Davidson (food writer)
Sulev Oll,1982,Aseri,Sulev Oll
Sulev Vahtre,1955,University of Tartu,Sulev Vahtre
Sulev Vahtre,1993,University of Tartu,Sulev Vahtre
Carl Christian Rafn,1820,Funen,Carl Christian Rafn
Benny Morris,1948,Ein HaHoresh,Benny Morris
Peter Galloway,1986,St Giles in the Fields,Peter Galloway
Peter Galloway,2008,the Queen's Chapel of the Savoy,Peter Galloway
Peter Galloway,2008,Brunel University London,Peter Galloway
Michael Lobban,2000,Brunel University London,Michael Lobban
Francesco Cesare Casula,1949,Livorno,Francesco Cesare Casula
Francesco Cesare Casula,1959,Cagliari,Francesco Cesare Casula
Vicente Bacallar,1669,Cagliari,Vicente Bacallar
Francesco Matarazzo,1443,Deruta,Francesco Matarazzo
Francesco Salata,1876,Ossero,Francesco Salata
Francesco Salata,1897,Istria,Francesco Salata
Francesco Salata,1922,Trento,Francesco Salata
Giuseppe Gerola,1938,Trento,Giuseppe Gerola
Peder Hansen Resen,1653,Trento,Peder Hansen Resen
Enrique de Gandía,1948,School of Fine Arts,Enrique de Gandía
Enrique de Gandía,1991,the Kennedy University,Enrique de Gandía
George Makdisi,2002,Media,George Makdisi
F. David Mathews,1958,the University of Alabama,F. David Mathews
F. David Mathews,1969,the University of Alabama,F. David Mathews
David T. Beito,1994,the University of Alabama,David T. Beito
Frank Lawrence Owsley,1949,the University of Alabama,Frank Lawrence Owsley
Harvey Jackson III,1966,the University of Alabama,Harvey Jackson III
Herbert Baxter Adams,1891,the University of Alabama,Herbert Baxter Adams
Giovanni Colonna (historian),1332,Nicosia,Giovanni Colonna (historian)
Neoklis Kyriazis,1877,Nicosia,Neoklis Kyriazis
Ferenc Glatz,1941,Csepel,Ferenc Glatz
Giovanni Maria Angiolello,1451,Vicenza,Giovanni Maria Angiolello
Guido Beltramini,1991,Vicenza,Guido Beltramini
Gerolamo Borgia,1475,Senise,Gerolamo Borgia
Giuseppe Buonfiglio,1622,Messina,Giuseppe Buonfiglio
Judith Binney,2009,Princes St,Judith Binney
Giuseppe Giarrizzo,1949,Riposto,Giuseppe Giarrizzo
Izzat Darwaza,1911,Nablus,Izzat Darwaza
Izzat Darwaza,1913,Nablus,Izzat Darwaza
Niall Ferguson,2013,Carlsbad,Niall Ferguson
Heinrich Graetz,1891,Carlsbad,Heinrich Graetz
Don C. Ohadike,1975,University of Nigeria,Don C. Ohadike
Don C. Ohadike,1984,the University of Jos,Don C. Ohadike
Henry Steele Commager,1979,Linton,Henry Steele Commager
Horatio Brown,1864,Clifton College,Horatio Brown
Philippa Maddern,1952,Albury,Philippa Maddern
Philippa Maddern,2005,The University of Western Australia,Philippa Maddern
Robert Henry (minister),1718,Stirlingshire,Robert Henry (minister)
Robert Henry (minister),1776,New Greyfriars,Robert Henry (minister)
Julian Thompson (Royal Marines officer),1960,Borneo,Julian Thompson (Royal Marines officer)
Antony Beevor,2013,Fulham,Antony Beevor
Trevor Aston,1925,Fulham,Trevor Aston
Victor Wallace Germains,1888,Fulham,Victor Wallace Germains
Antony Beevor,2010,the University of Bath,Antony Beevor
Italo Zannier,1932,Spilimbergo,Italo Zannier
Ivan Tsvetaev,1913,Shuya,Ivan Tsvetaev
Ivo Mattozzi,1940,Pescara,Ivo Mattozzi
John D. Winters,1952,Ashdown,John D. Winters
John D. Winters,1948,Louisiana Tech,John D. Winters
John D. Winters,1968,Lafayette,John D. Winters
Jack P. Greene,1956,Lafayette,Jack P. Greene
John D. Winters,1997,Ruston,John D. Winters
Garnie W. McGinty,1932,Ruston,Garnie W. McGinty
John Van Seters,1962,Princeton Theological Seminary,John Van Seters
Paul C. H. Lim,1997,Princeton Theological Seminary,Paul C. H. Lim
Justin Harvey Smith,1857,Boscawen,Justin Harvey Smith
Władysław Bartoszewski,1942,Pawiak,Władysław Bartoszewski
Józef Garliński,1943,Pawiak,Józef Garliński
Władysław Bartoszewski,1981,Białołęka,Władysław Bartoszewski
Władysław Bartoszewski,1995,Bundestag,Władysław Bartoszewski
Arno Lustiger,2005,Bundestag,Arno Lustiger
Julián Casanova,1956,Valdealgorfa,Julián Casanova
Afet İnan,1908,Doyran,Afet İnan
Suvira Jaiswal,1962,Patna University,Suvira Jaiswal
Papiya Ghosh,1975,Patna University,Papiya Ghosh
Simonas Daukantas,1864,Jaunsvirlauka,Simonas Daukantas
Simonas Daukantas,1859,Jaunsvirlauka,Simonas Daukantas
Simonas Daukantas,1793,Kalviai,Simonas Daukantas
Simonas Daukantas,1814,Samogitia,Simonas Daukantas
Simonas Daukantas,1825,Livonia,Simonas Daukantas
Simonas Daukantas,1855,Varniai,Simonas Daukantas
Simonas Daukantas,1861,Papilė,Simonas Daukantas
Simonas Daukantas,1864,Papilė,Simonas Daukantas
Ibn Isfandiyar,1209,Baghdad,Ibn Isfandiyar
Ibn al-Fuwati,1244,Baghdad,Ibn al-Fuwati
Ibn al-Fuwati,1281,Baghdad,Ibn al-Fuwati
Ibn al-Fuwati,1318,Baghdad,Ibn al-Fuwati
Ibn al-Fuwati,1323,Baghdad,Ibn al-Fuwati
Jeremy Black (assyriologist),1982,Baghdad,Jeremy Black (assyriologist)
Mikhael K. Pius,1954,Baghdad,Mikhael K. Pius
Marcus Lee Hansen,1938,Redlands,Marcus Lee Hansen
Marius Canard,1888,Duingt,Marius Canard
Marjorie Reeves,1905,Bratton,Marjorie Reeves
Marjorie Reeves,1931,Camberwell,Marjorie Reeves
Marjorie Reeves,1952,St Anne's College,Marjorie Reeves
Jerzy Robert Nowak,1940,Terespol,Jerzy Robert Nowak
Mary Miller (art historian),1999,Saybrook College,Mary Miller (art historian)
Maurice Weil,1881,Málaga,Maurice Weil
Niccolò Rodolico,1969,Fiesole,Niccolò Rodolico
Oliver Waterman Larkin,1925,Dedham,Oliver Waterman Larkin
Oscar Handlin,1979,the Harvard University Library,Oscar Handlin
Jacob F. Field,1983,Lambeth,Jacob F. Field
Richard Talbert,1993,Huntsville,Richard Talbert
Marshall Poe,1961,Huntsville,Marshall Poe
H. Arnold Barton,1975,Carbondale,H. Arnold Barton
Eugene P. Trani,1971,Carbondale,Eugene P. Trani
Emsley Nimmo,1976,Edinburgh Theological College,Emsley Nimmo
Emsley Nimmo,1978,Inverness Cathedral,Emsley Nimmo
Emsley Nimmo,1981,Stornoway,Emsley Nimmo
Petruccio Ubaldini,1588,Effingham,Petruccio Ubaldini
Philip Grierson,1930,St Michael's Court,Philip Grierson
Pietro Fedele,1925,the Kingdom of Italy,Pietro Fedele
Jerry N. Hess,2006,Sunnyside,Jerry N. Hess
Jerry N. Hess,2017,Sarasota,Jerry N. Hess
Roy Basler,1974,Sarasota,Roy Basler
Roy Basler,1989,Sarasota,Roy Basler
Eduardo Tejeira Davis,1985,Technische Universität Darmstadt,Eduardo Tejeira Davis
Guido Beltramini,1961,Schio,Guido Beltramini
Raimondo Guarini,1765,Avellino,Raimondo Guarini
Ralph Raico,1936,Buffalo State College,Ralph Raico
Robert E. Wright,1997,Buffalo State College,Robert E. Wright
Johann Heinrich Boeckler,1611,Cronheim,Johann Heinrich Boeckler
Rhys Isaac,1962,Cape Province,Rhys Isaac
Rhys Isaac,2010,Blairgowrie,Rhys Isaac
Riccobaldo of Ferrara,1308,Ferrara,Riccobaldo of Ferrara
Saba Malaspina,1286,Mileto,Saba Malaspina
Saba Malaspina,1288,Mileto,Saba Malaspina
Agostino Borromeo,1944,Oreno,Agostino Borromeo
Silvio Bedini,1917,Ridgefield,Silvio Bedini
Stafford Poole,1990,the Western Province,Stafford Poole
Thomas K. McCraw,1962,Belmont,Thomas K. McCraw
Elisabeth Anthony Dexter,1972,Belmont,Elisabeth Anthony Dexter
Bernard Bailyn,2020,Belmont,Bernard Bailyn
Agustín de Zárate,1514,Valladolid,Agustín de Zárate
Agustín Blánquez Fraile,1883,Valladolid,Agustín Blánquez Fraile
Agustín de Zárate,1545,Callao,Agustín de Zárate
Philip D. Curtin,2009,West Chester,Philip D. Curtin
Ahmed Cevdet Pasha,1822,Tanzimat,Ahmed Cevdet Pasha
Ahmed Cevdet Pasha,1822,Lofça,Ahmed Cevdet Pasha
Ahmed Cevdet Pasha,1839,Lofça,Ahmed Cevdet Pasha
Barbara Brookes,1983,Otago,Barbara Brookes
Herries Beattie,1862,Otago,Herries Beattie
Abu'l-Hasan Bayhaqi,1114,Nishapur,Abu'l-Hasan Bayhaqi
Abu'l-Hasan Bayhaqi,1127,Nishapur,Abu'l-Hasan Bayhaqi
Al-Khatib al-Baghdadi,1024,Nishapur,Al-Khatib al-Baghdadi
Abu'l-Hasan Bayhaqi,1123,Marv,Abu'l-Hasan Bayhaqi
Clifford Edmund Bosworth,2015,Yeovil,Clifford Edmund Bosworth
Abdul Bari Jahani,1972,Kabul University,Abdul Bari Jahani
Argam Aivazian,1947,Arinj,Argam Aivazian
Dmitry Aynalov,1884,Mariupol Gymnasium,Dmitry Aynalov
Josep Lluís Alay,2010,Kinnaur,Josep Lluís Alay
Pavel Alandsky,1870,the University of Saint Petersburg,Pavel Alandsky
Mykola Kostomarov,1862,the University of Saint Petersburg,Mykola Kostomarov
Nikolai Antsiferov,1915,Petrograd Imperial University,Nikolai Antsiferov
Nikolai Antsiferov,1922,Petrograd,Nikolai Antsiferov
Julia Danzas,1923,Petrograd,Julia Danzas
Grand Duke Nicholas Mikhailovich of Russia,1919,Petrograd,Grand Duke Nicholas Mikhailovich of Russia
Frank A. Golder,1917,Petrograd,Frank A. Golder
Saul M. Ginsburg,1919,Petrograd,Saul M. Ginsburg
Jacobus Marchantius,1537,Nieuwpoort,Jacobus Marchantius
Jacobus Marchantius,1583,Alveringem,Jacobus Marchantius
Gregory Areshian,1949,American University of Armenia,Gregory Areshian
Gregory Areshian,2020,Astghik Medical Center,Gregory Areshian
Iskhak Akhmerov,2015,Chelyabinsk,Iskhak Akhmerov
Mikhail Gorbanevsky,1953,Chelyabinsk,Mikhail Gorbanevsky
Hrach Bartikyan,1953,Yerevan State University,Hrach Bartikyan
Mohammad Ebrahim Bastani Parizi,1924,Pariz,Mohammad Ebrahim Bastani Parizi
Elsdon Best,1856,Tawa Flat,Elsdon Best
Elsdon Best,1895,Urewera,Elsdon Best
Vladimir Biryukov,1930,Sverdlovsk,Vladimir Biryukov
David George Watts,1931,Titchfield,David George Watts
Grigoriy Lvovitch Bondarevsky,1920,the Diplomatic Academy,Grigoriy Lvovitch Bondarevsky
Dmitry Buturlin,1790,Russian Empire,Dmitry Buturlin
Louis Filler,1911,Russian Empire,Louis Filler
Alexander Vladimirovich Bykov,1962,Vologda,Alexander Vladimirovich Bykov
Alexander Vladimirovich Bykov,1989,Vologda,Alexander Vladimirovich Bykov
